year,industry_code,value
2005.0,4931,4600.0
2005.0,5211  5331,131200.0
2005.0,"5211, 5221  5223",45400.0
2005.0,5231  5239,13600.0
2005.0,"5241  5242, 5261  5269",25500.0
2005.0,5311  5313,34300.0
2005.0,"5321  5324, 5331",12500.0
2005.0,5411  5419,159100.0
2005.0,5411,22400.0
2005.0,5412,23900.0
2005.0,5413  5414,42800.0
2005.0,5415,31500.0
2005.0,5416  5417,22900.0
2005.0,5418,8400.0
2005.0,5419,7300.0
2005.0,5511  5629,89500.0
2005.0,5613,4900.0
2005.0,5614,12600.0
2005.0,5615,9900.0
2005.0,5616,14400.0
2005.0,5617,36300.0
2005.0,"5511, 5611  5612, 5619",7200.0
2005.0,5621  5629,4100.0
2005.0,6111  6117,143200.0
2005.0,6111,81700.0
2005.0,6112,13600.0
2005.0,6113,26900.0
2005.0,6114  6117,21000.0
2005.0,6211  6244,212800.0
2005.0,6211  6219,58300.0
2005.0,6220,71000.0
2005.0,6230,36100.0
2005.0,6241  6244,47300.0
2005.0,"5111  5191, 7111  7139",109200.0
2005.0,"5111  5112, 5161",15300.0
2005.0,5121  5122,9000.0
2005.0,"5151  5152, 5171  5179",22500.0
2005.0,5181  5191,7600.0
2005.0,7111  7115,19100.0
2005.0,7121,3500.0
2005.0,7131  7139,32200.0
2005.0,7211  7225,171700.0
2005.0,7211  7213,38000.0
2005.0,7221  7224,133800.0
2005.0,8111  8141,88400.0
2005.0,8111  8114,32600.0
2005.0,8121  8129,29000.0
2005.0,8131  8139,16600.0
2005.0,8141,10300.0
2005.0,9110  9191,93200.0
2005.0,"9110, 9111",32200.0
2005.0,9120,29400.0
2005.0,"9130, 9141, 9191",31500.0
2006.0,0,2140800.0
2006.0,"11,21,22,23,31,32,33",452700.0
2006.0,"1100  1129, 1151  1152",34900.0
2006.0,1111  1119,18600.0
2006.0,1121  1129,12200.0
2006.0,1100,2500.0
2006.0,1151  1152,1600.0
2006.0,"1131  1142, 1153, 2100  2131",43500.0
2006.0,"1131  1133, 1153",21700.0
2006.0,1141  1142,2700.0
2006.0,2100  2131,19100.0
2006.0,2111,3600.0
2006.0,"2121  2123, 2100",8000.0
2006.0,2131,7500.0
2006.0,2211  2213,8200.0
2006.0,2361  2389,174700.0
2006.0,23612362,46100.0
2006.0,2361,38700.0
2006.0,2362,7500.0
2006.0,23712379,18200.0
2006.0,2371,3300.0
2006.0,2372,3500.0
2006.0,2373,9200.0
2006.0,2379,2100.0
2006.0,2381  2389,110400.0
2006.0,2381,20500.0
2006.0,2382,33400.0
2006.0,2383,35500.0
2006.0,2389,21000.0
2006.0,3111  3399,191300.0
2006.0,3111  3119,18800.0
2006.0,3121  3122,4700.0
2006.0,"3131  3133, 3141  3149",
2006.0,"3151  3159, 3161  3169",6000.0
2006.0,3211  3219,47400.0
2006.0,3221  3222,14700.0
2006.0,3231,7900.0
2006.0,3241,
2006.0,3251  3259,5800.0
2006.0,3261  3262,7300.0
2006.0,3271  3279,8100.0
2006.0,3311  3315,6600.0
2006.0,3321  3329,14700.0
2006.0,3331  3339,8700.0
2006.0,3341  3346,8000.0
2006.0,3351  3359,3100.0
2006.0,3361  3369,9400.0
2006.0,3361  3363,3900.0
2006.0,3364  3369,5500.0
2006.0,3371  3379,6100.0
2006.0,3391  3399,12600.0
2006.0,"3211  3219, 3271  3279, 3311  3399",124700.0
2006.0,"3111  3169, 3221  3262",66600.0
2006.0,41 & over,1688100.0
2006.0,4111  4543,343300.0
2006.0,4111  4191,80300.0
2006.0,4111,
2006.0,4121,
2006.0,4131  4133,12800.0
2006.0,4141  4145,8900.0
2006.0,4151  4153,8800.0
2006.0,4161  4163,12300.0
2006.0,4171  4179,21300.0
2006.0,"4181  4189, 4191",14900.0
2006.0,4411  4543,262900.0
2006.0,4411  4413,27700.0
2006.0,4421  4422,11800.0
2006.0,4431,11500.0
2006.0,4441  4442,20000.0
2006.0,4451  4453,66800.0
2006.0,4461,18200.0
2006.0,4471,11600.0
2006.0,4481  4483,24600.0
2006.0,4511  4513,12400.0
2006.0,4521  4529,26700.0
2006.0,4531  4539,24200.0
2006.0,4541  4543,7400.0
2006.0,4811  4931,115800.0
2006.0,4811  4922,109400.0
2006.0,4811  4812,12400.0
2006.0,4821,4200.0
2006.0,4831  4832,5900.0
2006.0,4841  4842,32800.0
2006.0,4851  4859,15100.0
2006.0,4861  4869,
2006.0,"4871  4879 , 4881  4889",19300.0
2006.0,4911,9200.0
2006.0,4921  4922,9700.0
2006.0,4931,6400.0
2006.0,5211  5331,133200.0
2006.0,"5211, 5221  5223",41600.0
2006.0,5231  5239,17500.0
2006.0,"5241  5242, 5261  5269",25600.0
2006.0,5311  5313,38300.0
2006.0,"5321  5324, 5331",10300.0
2006.0,5411  5419,164000.0
2006.0,5411,20500.0
2006.0,5412,19600.0
2006.0,5413  5414,48000.0
2006.0,5415,36400.0
2006.0,5416  5417,23600.0
2006.0,5418,7900.0
2006.0,5419,8000.0
2006.0,5511  5629,95600.0
2006.0,5613,8100.0
2006.0,5614,11800.0
2006.0,5615,9100.0
2006.0,5616,12000.0
2006.0,5617,42400.0
2006.0,"5511, 5611  5612, 5619",5200.0
2006.0,5621  5629,6900.0
2006.0,6111  6117,153200.0
2006.0,6111,84000.0
2006.0,6112,16100.0
2006.0,6113,34700.0
2006.0,6114  6117,18500.0
2006.0,6211  6244,227700.0
2006.0,6211  6219,58100.0
2006.0,6220,85600.0
2006.0,6230,35200.0
2006.0,6241  6244,48800.0
2006.0,"5111  5191, 7111  7139",109200.0
2006.0,"5111  5112, 5161",14400.0
2006.0,5121  5122,11800.0
2006.0,"5151  5152, 5171  5179",22400.0
2006.0,5181  5191,5300.0
2006.0,7111  7115,18800.0
2006.0,7121,2300.0
2006.0,7131  7139,34200.0
2006.0,7211  7225,167400.0
2006.0,7211  7213,34300.0
2006.0,7221  7224,133100.0
2006.0,8111  8141,89000.0
2006.0,8111  8114,33800.0
2006.0,8121  8129,29700.0
2006.0,8131  8139,16700.0
2006.0,8141,8800.0
2006.0,9110  9191,89900.0
2006.0,"9110, 9111",34400.0
2006.0,9120,26600.0
2006.0,"9130, 9141, 9191",28900.0
2007.0,0,2206000.0
2007.0,"11,21,22,23,31,32,33",480600.0
2007.0,"1100  1129, 1151  1152",34900.0
2007.0,1111  1119,16100.0
2007.0,1121  1129,14400.0
2007.0,1100,3200.0
2007.0,1151  1152,
2007.0,"1131  1142, 1153, 2100  2131",46700.0
2007.0,"1131  1133, 1153",24100.0
2007.0,1141  1142,2900.0
2007.0,2100  2131,19700.0
2007.0,2111,1800.0
2007.0,"2121  2123, 2100",9900.0
2007.0,2131,8000.0
2007.0,2211  2213,9900.0
2007.0,2361  2389,191700.0
2007.0,23612362,45900.0
2007.0,2361,34800.0
2007.0,2362,11000.0
2007.0,23712379,18800.0
2007.0,2371,3500.0
2007.0,2372,3700.0
2007.0,2373,9800.0
2007.0,2379,1900.0
2007.0,2381  2389,127000.0
2007.0,2381,24700.0
2007.0,2382,43500.0
2007.0,2383,33400.0
2007.0,2389,25400.0
2007.0,3111  3399,197400.0
2007.0,3111  3119,22000.0
2007.0,3121  3122,5200.0
2007.0,"3131  3133, 3141  3149",1600.0
2007.0,"3151  3159, 3161  3169",6900.0
2007.0,3211  3219,47200.0
2007.0,3221  3222,14900.0
2007.0,3231,6000.0
2007.0,3241,
2007.0,3251  3259,5500.0
2007.0,3261  3262,8700.0
2007.0,3271  3279,8100.0
2007.0,3311  3315,5800.0
2007.0,3321  3329,15100.0
2007.0,3331  3339,8600.0
2007.0,3341  3346,7000.0
2007.0,3351  3359,2600.0
2007.0,3361  3369,12000.0
2007.0,3361  3363,4500.0
2007.0,3364  3369,7500.0
2007.0,3371  3379,6900.0
2007.0,3391  3399,12700.0
2007.0,"3211  3219, 3271  3279, 3311  3399",126000.0
2007.0,"3111  3169, 3221  3262",71500.0
2007.0,41 & over,1725400.0
2007.0,4111  4543,353200.0
2007.0,4111  4191,79200.0
2007.0,4111,
2007.0,4121,
2007.0,4131  4133,11900.0
2007.0,4141  4145,6400.0
2007.0,4151  4153,8800.0
2007.0,4161  4163,12700.0
2007.0,4171  4179,21700.0
2007.0,"4181  4189, 4191",15300.0
2007.0,4411  4543,274000.0
2007.0,4411  4413,28800.0
2007.0,4421  4422,12600.0
2007.0,4431,10000.0
2007.0,4441  4442,19200.0
2007.0,4451  4453,76900.0
2007.0,4461,19500.0
2007.0,4471,8600.0
2007.0,4481  4483,27300.0
2007.0,4511  4513,15000.0
2007.0,4521  4529,29300.0
2007.0,4531  4539,19900.0
2007.0,4541  4543,6900.0
2007.0,4811  4931,121700.0
2007.0,4811  4922,114800.0
2007.0,4811  4812,14000.0
2007.0,4821,4700.0
2007.0,4831  4832,5500.0
2007.0,4841  4842,33600.0
2007.0,4851  4859,16400.0
2007.0,4861  4869,
2007.0,"4871  4879 , 4881  4889",21700.0
2007.0,4911,9100.0
2007.0,4921  4922,9600.0
2007.0,4931,6900.0
2007.0,5211  5331,141400.0
2007.0,"5211, 5221  5223",50400.0
2007.0,5231  5239,16400.0
2007.0,"5241  5242, 5261  5269",28500.0
2007.0,5311  5313,36700.0
2007.0,"5321  5324, 5331",9400.0
2007.0,5411  5419,164100.0
2007.0,5411,17600.0
2007.0,5412,22000.0
2007.0,5413  5414,40900.0
2007.0,5415,32400.0
2007.0,5416  5417,30600.0
2007.0,5418,10200.0
2007.0,5419,10500.0
2007.0,5511  5629,95500.0
2007.0,5613,5900.0
2007.0,5614,12700.0
2007.0,5615,10900.0
2007.0,5616,12500.0
2007.0,5617,42900.0
2007.0,"5511, 5611  5612, 5619",6200.0
2007.0,5621  5629,4400.0
2007.0,6111  6117,154300.0
2007.0,6111,87100.0
2007.0,6112,13100.0
2007.0,6113,32800.0
2007.0,6114  6117,21300.0
2007.0,6211  6244,231700.0
2007.0,6211  6219,62700.0
2007.0,6220,82800.0
2007.0,6230,34400.0
2007.0,6241  6244,51700.0
2007.0,"5111  5191, 7111  7139",113900.0
2007.0,"5111  5112, 5161",14800.0
2007.0,5121  5122,14100.0
2007.0,"5151  5152, 5171  5179",24500.0
2007.0,5181  5191,5200.0
2007.0,7111  7115,17700.0
2007.0,7121,3000.0
2007.0,7131  7139,34600.0
2007.0,7211  7225,168700.0
2007.0,7211  7213,34300.0
2007.0,7221  7224,134300.0
2007.0,8111  8141,86200.0
2007.0,8111  8114,33800.0
2007.0,8121  8129,26500.0
2007.0,8131  8139,16700.0
2007.0,8141,9100.0
2007.0,9110  9191,94700.0
2007.0,"9110, 9111",34900.0
2007.0,9120,26100.0
2007.0,"9130, 9141, 9191",33700.0
2008.0,0,2241900.0
2008.0,"11,21,22,23,31,32,33",486100.0
2008.0,"1100  1129, 1151  1152",33800.0
2008.0,1111  1119,15100.0
2008.0,1121  1129,15000.0
2008.0,1100,
2008.0,1151  1152,2500.0
2008.0,"1131  1142, 1153, 2100  2131",43800.0
2008.0,"1131  1133, 1153",17200.0
2008.0,1141  1142,2100.0
2008.0,2100  2131,24500.0
2008.0,2111,2100.0
2008.0,"2121  2123, 2100",13400.0
2008.0,2131,9100.0
2008.0,2211  2213,12500.0
2008.0,2361  2389,218100.0
2008.0,23612362,60400.0
2008.0,2361,48100.0
2008.0,2362,12300.0
2008.0,23712379,23700.0
2008.0,2371,4200.0
2008.0,2372,5400.0
2008.0,2373,12100.0
2008.0,2379,1900.0
2008.0,2381  2389,134000.0
2008.0,2381,32700.0
2008.0,2382,45900.0
2008.0,2383,32100.0
2008.0,2389,23300.0
2008.0,3111  3399,177900.0
2008.0,3111  3119,23300.0
2008.0,3121  3122,5700.0
2008.0,"3131  3133, 3141  3149",
2008.0,"3151  3159, 3161  3169",5400.0
2008.0,3211  3219,37200.0
2008.0,3221  3222,12900.0
2008.0,3231,8300.0
2008.0,3241,
2008.0,3251  3259,6700.0
2008.0,3261  3262,4600.0
2008.0,3271  3279,7300.0
2008.0,3311  3315,4900.0
2008.0,3321  3329,15700.0
2008.0,3331  3339,5800.0
2008.0,3341  3346,6300.0
2008.0,3351  3359,4200.0
2008.0,3361  3369,9300.0
2008.0,3361  3363,4800.0
2008.0,3364  3369,4500.0
2008.0,3371  3379,5700.0
2008.0,3391  3399,12300.0
2008.0,"3211  3219, 3271  3279, 3311  3399",108700.0
2008.0,"3111  3169, 3221  3262",69200.0
2008.0,41 & over,1755800.0
2008.0,4111  4543,352200.0
2008.0,4111  4191,85500.0
2008.0,4111,
2008.0,4121,
2008.0,4131  4133,12400.0
2008.0,4141  4145,8700.0
2008.0,4151  4153,9500.0
2008.0,4161  4163,14500.0
2008.0,4171  4179,24100.0
2008.0,"4181  4189, 4191",14900.0
2008.0,4411  4543,266700.0
2008.0,4411  4413,26300.0
2008.0,4421  4422,8400.0
2008.0,4431,11400.0
2008.0,4441  4442,18100.0
2008.0,4451  4453,79600.0
2008.0,4461,20000.0
2008.0,4471,10400.0
2008.0,4481  4483,25700.0
2008.0,4511  4513,11800.0
2008.0,4521  4529,28900.0
2008.0,4531  4539,18200.0
2008.0,4541  4543,7900.0
2008.0,4811  4931,123800.0
2008.0,4811  4922,118500.0
2008.0,4811  4812,11500.0
2008.0,4821,5200.0
2008.0,4831  4832,5800.0
2008.0,4841  4842,35100.0
2008.0,4851  4859,18400.0
2008.0,4861  4869,
2008.0,"4871  4879 , 4881  4889",21700.0
2008.0,4911,10400.0
2008.0,4921  4922,10200.0
2008.0,4931,5300.0
2008.0,5211  5331,138700.0
2008.0,"5211, 5221  5223",46600.0
2008.0,5231  5239,14600.0
2008.0,"5241  5242, 5261  5269",28300.0
2008.0,5311  5313,38700.0
2008.0,"5321  5324, 5331",10400.0
2008.0,5411  5419,165600.0
2008.0,5411,23300.0
2008.0,5412,25300.0
2008.0,5413  5414,45500.0
2008.0,5415,30200.0
2008.0,5416  5417,23600.0
2008.0,5418,6900.0
2008.0,5419,10700.0
2008.0,5511  5629,102600.0
2008.0,5613,8100.0
2008.0,5614,12900.0
2008.0,5615,10300.0
2008.0,5616,13500.0
2008.0,5617,44200.0
2008.0,"5511, 5611  5612, 5619",7500.0
2008.0,5621  5629,6100.0
2008.0,6111  6117,153300.0
2008.0,6111,86200.0
2008.0,6112,14300.0
2008.0,6113,33800.0
2008.0,6114  6117,19000.0
2008.0,6211  6244,241200.0
2008.0,6211  6219,67900.0
2008.0,6220,85500.0
2008.0,6230,36100.0
2008.0,6241  6244,51600.0
2008.0,"5111  5191, 7111  7139",112200.0
2008.0,"5111  5112, 5161",14800.0
2008.0,5121  5122,10800.0
2008.0,"5151  5152, 5171  5179",24000.0
2008.0,5181  5191,5600.0
2008.0,7111  7115,18800.0
2008.0,7121,2900.0
2008.0,7131  7139,35100.0
2008.0,7211  7225,170600.0
2008.0,7211  7213,35300.0
2008.0,7221  7224,135300.0
2008.0,8111  8141,94800.0
2008.0,8111  8114,34100.0
2008.0,8121  8129,26900.0
2008.0,8131  8139,19900.0
2008.0,8141,13800.0
2008.0,9110  9191,100900.0
2008.0,"9110, 9111",37300.0
2008.0,9120,26300.0
2008.0,"9130, 9141, 9191",37300.0
2009.0,0,2191900.0
2009.0,"11,21,22,23,31,32,33",441400.0
2009.0,"1100  1129, 1151  1152",31600.0
2009.0,1111  1119,17300.0
2009.0,1121  1129,12600.0
2009.0,1100,
2009.0,1151  1152,
2009.0,"1131  1142, 1153, 2100  2131",39600.0
2009.0,"1131  1133, 1153",13800.0
2009.0,1141  1142,2200.0
2009.0,2100  2131,23600.0
2009.0,2111,3000.0
2009.0,"2121  2123, 2100",12100.0
2009.0,2131,8500.0
2009.0,2211  2213,11900.0
2009.0,2361  2389,203700.0
2009.0,23612362,53900.0
2009.0,2361,45200.0
2009.0,2362,8700.0
2009.0,23712379,23200.0
2009.0,2371,4900.0
2009.0,2372,5100.0
2009.0,2373,11900.0
2009.0,2379,
2009.0,2381  2389,126600.0
2009.0,2381,29900.0
2009.0,2382,41800.0
2009.0,2383,35500.0
2009.0,2389,19400.0
2009.0,3111  3399,154500.0
2009.0,3111  3119,23500.0
2009.0,3121  3122,3800.0
2009.0,"3131  3133, 3141  3149",
2009.0,"3151  3159, 3161  3169",3600.0
2009.0,3211  3219,31400.0
2009.0,3221  3222,10300.0
2009.0,3231,7200.0
2009.0,3241,
2009.0,3251  3259,5300.0
2009.0,3261  3262,5800.0
2009.0,3271  3279,7000.0
2009.0,3311  3315,5100.0
2009.0,3321  3329,11800.0
2009.0,3331  3339,6300.0
2009.0,3341  3346,4400.0
2009.0,3351  3359,1600.0
2009.0,3361  3369,9600.0
2009.0,3361  3363,1700.0
2009.0,3364  3369,7900.0
2009.0,3371  3379,5100.0
2009.0,3391  3399,10800.0
2009.0,"3211  3219, 3271  3279, 3311  3399",93000.0
2009.0,"3111  3169, 3221  3262",61500.0
2009.0,41 & over,1750600.0
2009.0,4111  4543,359000.0
2009.0,4111  4191,85500.0
2009.0,4111,1800.0
2009.0,4121,
2009.0,4131  4133,15100.0
2009.0,4141  4145,10600.0
2009.0,4151  4153,6300.0
2009.0,4161  4163,13800.0
2009.0,4171  4179,21800.0
2009.0,"4181  4189, 4191",15100.0
2009.0,4411  4543,273500.0
2009.0,4411  4413,26900.0
2009.0,4421  4422,9900.0
2009.0,4431,11100.0
2009.0,4441  4442,20900.0
2009.0,4451  4453,74200.0
2009.0,4461,19800.0
2009.0,4471,9000.0
2009.0,4481  4483,25400.0
2009.0,4511  4513,11500.0
2009.0,4521  4529,32700.0
2009.0,4531  4539,23800.0
2009.0,4541  4543,8300.0
2009.0,4811  4931,113600.0
2009.0,4811  4922,108000.0
2009.0,4811  4812,12300.0
2009.0,4821,5200.0
2009.0,4831  4832,3200.0
2009.0,4841  4842,31900.0
2009.0,4851  4859,19800.0
2009.0,4861  4869,
2009.0,"4871  4879 , 4881  4889",19500.0
2009.0,4911,8000.0
2009.0,4921  4922,7400.0
2009.0,4931,5600.0
2009.0,5211  5331,132700.0
2009.0,"5211, 5221  5223",39800.0
2009.0,5231  5239,17300.0
2009.0,"5241  5242, 5261  5269",27200.0
2009.0,5311  5313,38900.0
2009.0,"5321  5324, 5331",9400.0
2009.0,5411  5419,159800.0
2009.0,5411,18400.0
2009.0,5412,23600.0
2009.0,5413  5414,44400.0
2009.0,5415,31400.0
2009.0,5416  5417,24500.0
2009.0,5418,7600.0
2009.0,5419,9800.0
2009.0,5511  5629,97900.0
2009.0,5613,8100.0
2009.0,5614,6500.0
2009.0,5615,9800.0
2009.0,5616,15600.0
2009.0,5617,47300.0
2009.0,"5511, 5611  5612, 5619",5800.0
2009.0,5621  5629,4800.0
2009.0,6111  6117,147000.0
2009.0,6111,81200.0
2009.0,6112,10400.0
2009.0,6113,33100.0
2009.0,6114  6117,22300.0
2009.0,6211  6244,257000.0
2009.0,6211  6219,72200.0
2009.0,6220,90800.0
2009.0,6230,40000.0
2009.0,6241  6244,53900.0
2009.0,"5111  5191, 7111  7139",111900.0
2009.0,"5111  5112, 5161",11700.0
2009.0,5121  5122,9100.0
2009.0,"5151  5152, 5171  5179",24300.0
2009.0,5181  5191,5700.0
2009.0,7111  7115,25300.0
2009.0,7121,2700.0
2009.0,7131  7139,33000.0
2009.0,7211  7225,170800.0
2009.0,7211  7213,41800.0
2009.0,7221  7224,129000.0
2009.0,8111  8141,95300.0
2009.0,8111  8114,28300.0
2009.0,8121  8129,32200.0
2009.0,8131  8139,23100.0
2009.0,8141,11800.0
2009.0,9110  9191,105600.0
2009.0,"9110, 9111",38900.0
2009.0,9120,27000.0
2009.0,"9130, 9141, 9191",39800.0
2010.0,0,2223000.0
2010.0,"11,21,22,23,31,32,33",436600.0
2010.0,"1100  1129, 1151  1152",29700.0
2010.0,1111  1119,14200.0
2010.0,1121  1129,12900.0
2010.0,1100,
2010.0,1151  1152,1700.0
2010.0,"1131  1142, 1153, 2100  2131",41700.0
2010.0,"1131  1133, 1153",16300.0
2010.0,1141  1142,2000.0
2010.0,2100  2131,23400.0
2010.0,2111,3000.0
2010.0,"2121  2123, 2100",12000.0
2010.0,2131,8400.0
2010.0,2211  2213,12200.0
2010.0,2361  2389,198400.0
2010.0,23612362,57600.0
2010.0,2361,48600.0
2010.0,2362,9000.0
2010.0,23712379,21200.0
2010.0,2371,4500.0
2010.0,2372,3900.0
2010.0,2373,11600.0
2010.0,2379,
2010.0,2381  2389,119600.0
2010.0,2381,28000.0
2010.0,2382,42800.0
2010.0,2383,36000.0
2010.0,2389,12800.0
2010.0,3111  3399,154600.0
2010.0,3111  3119,20600.0
2010.0,3121  3122,4300.0
2010.0,"3131  3133, 3141  3149",2100.0
2010.0,"3151  3159, 3161  3169",3200.0
2010.0,3211  3219,30800.0
2010.0,3221  3222,9400.0
2010.0,3231,6000.0
2010.0,3241,1800.0
2010.0,3251  3259,4800.0
2010.0,3261  3262,3800.0
2010.0,3271  3279,6700.0
2010.0,3311  3315,6700.0
2010.0,3321  3329,12200.0
2010.0,3331  3339,7000.0
2010.0,3341  3346,6900.0
2010.0,3351  3359,2400.0
2010.0,3361  3369,8600.0
2010.0,3361  3363,2600.0
2010.0,3364  3369,6000.0
2010.0,3371  3379,4900.0
2010.0,3391  3399,12500.0
2010.0,"3211  3219, 3271  3279, 3311  3399",98700.0
2010.0,"3111  3169, 3221  3262",56000.0
2010.0,41 & over,1786500.0
2010.0,4111  4543,369400.0
2010.0,4111  4191,81900.0
2010.0,4111,
2010.0,4121,
2010.0,4131  4133,11900.0
2010.0,4141  4145,9400.0
2010.0,4151  4153,7600.0
2010.0,4161  4163,17400.0
2010.0,4171  4179,18800.0
2010.0,"4181  4189, 4191",15100.0
2010.0,4411  4543,287500.0
2010.0,4411  4413,32100.0
2010.0,4421  4422,10800.0
2010.0,4431,11800.0
2010.0,4441  4442,18800.0
2010.0,4451  4453,82200.0
2010.0,4461,23400.0
2010.0,4471,6100.0
2010.0,4481  4483,25100.0
2010.0,4511  4513,12800.0
2010.0,4521  4529,37200.0
2010.0,4531  4539,20500.0
2010.0,4541  4543,6700.0
2010.0,4811  4931,117700.0
2010.0,4811  4922,111500.0
2010.0,4811  4812,13600.0
2010.0,4821,5300.0
2010.0,4831  4832,6400.0
2010.0,4841  4842,29800.0
2010.0,4851  4859,21000.0
2010.0,4861  4869,
2010.0,"4871  4879 , 4881  4889",18900.0
2010.0,4911,8400.0
2010.0,4921  4922,7800.0
2010.0,4931,6200.0
2010.0,5211  5331,139800.0
2010.0,"5211, 5221  5223",47800.0
2010.0,5231  5239,18200.0
2010.0,"5241  5242, 5261  5269",28100.0
2010.0,5311  5313,37400.0
2010.0,"5321  5324, 5331",8400.0
2010.0,5411  5419,163100.0
2010.0,5411,22100.0
2010.0,5412,18700.0
2010.0,5413  5414,45000.0
2010.0,5415,32600.0
2010.0,5416  5417,26200.0
2010.0,5418,8700.0
2010.0,5419,9800.0
2010.0,5511  5629,95400.0
2010.0,5613,6400.0
2010.0,5614,6600.0
2010.0,5615,11200.0
2010.0,5616,16700.0
2010.0,5617,45700.0
2010.0,"5511, 5611  5612, 5619",4700.0
2010.0,5621  5629,4200.0
2010.0,6111  6117,152000.0
2010.0,6111,83500.0
2010.0,6112,12000.0
2010.0,6113,32500.0
2010.0,6114  6117,24000.0
2010.0,6211  6244,263800.0
2010.0,6211  6219,70200.0
2010.0,6220,93500.0
2010.0,6230,39400.0
2010.0,6241  6244,60700.0
2010.0,"5111  5191, 7111  7139",112100.0
2010.0,"5111  5112, 5161",13800.0
2010.0,5121  5122,13600.0
2010.0,"5151  5152, 5171  5179",22300.0
2010.0,5181  5191,4500.0
2010.0,7111  7115,20300.0
2010.0,7121,4100.0
2010.0,7131  7139,33600.0
2010.0,7211  7225,172400.0
2010.0,7211  7213,33000.0
2010.0,7221  7224,139400.0
2010.0,8111  8141,96000.0
2010.0,8111  8114,29800.0
2010.0,8121  8129,33000.0
2010.0,8131  8139,19900.0
2010.0,8141,13300.0
2010.0,9110  9191,104700.0
2010.0,"9110, 9111",42500.0
2010.0,9120,26800.0
2010.0,"9130, 9141, 9191",35500.0
2011.0,0,2227800.0
2011.0,"11,21,22,23,31,32,33",431700.0
2011.0,"1100  1129, 1151  1152",25600.0
2011.0,1111  1119,13600.0
2011.0,1121  1129,9200.0
2011.0,1100,
2011.0,1151  1152,2100.0
2011.0,"1131  1142, 1153, 2100  2131",40800.0
2011.0,"1131  1133, 1153",14600.0
2011.0,1141  1142,
2011.0,2100  2131,24800.0
2011.0,2111,3500.0
2011.0,"2121  2123, 2100",13800.0
2011.0,2131,7500.0
2011.0,2211  2213,11300.0
2011.0,2361  2389,197100.0
2011.0,23612362,57100.0
2011.0,2361,46100.0
2011.0,2362,11000.0
2011.0,23712379,21800.0
2011.0,2371,5000.0
2011.0,2372,3800.0
2011.0,2373,10700.0
2011.0,2379,2200.0
2011.0,2381  2389,118300.0
2011.0,2381,31000.0
2011.0,2382,42100.0
2011.0,2383,30900.0
2011.0,2389,14400.0
2011.0,3111  3399,156800.0
2011.0,3111  3119,22600.0
2011.0,3121  3122,6100.0
2011.0,"3131  3133, 3141  3149",2200.0
2011.0,"3151  3159, 3161  3169",4400.0
2011.0,3211  3219,32400.0
2011.0,3221  3222,8700.0
2011.0,3231,7300.0
2011.0,3241,
2011.0,3251  3259,4400.0
2011.0,3261  3262,4100.0
2011.0,3271  3279,6800.0
2011.0,3311  3315,5800.0
2011.0,3321  3329,11200.0
2011.0,3331  3339,9000.0
2011.0,3341  3346,6200.0
2011.0,3351  3359,1700.0
2011.0,3361  3369,8800.0
2011.0,3361  3363,4300.0
2011.0,3364  3369,4500.0
2011.0,3371  3379,3500.0
2011.0,3391  3399,11000.0
2011.0,"3211  3219, 3271  3279, 3311  3399",96400.0
2011.0,"3111  3169, 3221  3262",60500.0
2011.0,41 & over,1796100.0
2011.0,4111  4543,354100.0
2011.0,4111  4191,77600.0
2011.0,4111,
2011.0,4121,
2011.0,4131  4133,13200.0
2011.0,4141  4145,10800.0
2011.0,4151  4153,5300.0
2011.0,4161  4163,12000.0
2011.0,4171  4179,19600.0
2011.0,"4181  4189, 4191",14400.0
2011.0,4411  4543,276500.0
2011.0,4411  4413,28100.0
2011.0,4421  4422,10900.0
2011.0,4431,11300.0
2011.0,4441  4442,16500.0
2011.0,4451  4453,75700.0
2011.0,4461,23400.0
2011.0,4471,8700.0
2011.0,4481  4483,26100.0
2011.0,4511  4513,12800.0
2011.0,4521  4529,37900.0
2011.0,4531  4539,18000.0
2011.0,4541  4543,7100.0
2011.0,4811  4931,122400.0
2011.0,4811  4922,114500.0
2011.0,4811  4812,13000.0
2011.0,4821,6100.0
2011.0,4831  4832,4500.0
2011.0,4841  4842,33300.0
2011.0,4851  4859,17900.0
2011.0,4861  4869,
2011.0,"4871  4879 , 4881  4889",22400.0
2011.0,4911,10000.0
2011.0,4921  4922,7200.0
2011.0,4931,7900.0
2011.0,5211  5331,139600.0
2011.0,"5211, 5221  5223",37200.0
2011.0,5231  5239,16500.0
2011.0,"5241  5242, 5261  5269",31800.0
2011.0,5311  5313,44900.0
2011.0,"5321  5324, 5331",9200.0
2011.0,5411  5419,174200.0
2011.0,5411,22200.0
2011.0,5412,23200.0
2011.0,5413  5414,46800.0
2011.0,5415,34200.0
2011.0,5416  5417,24900.0
2011.0,5418,9300.0
2011.0,5419,13600.0
2011.0,5511  5629,94500.0
2011.0,5613,5900.0
2011.0,5614,8200.0
2011.0,5615,9900.0
2011.0,5616,14600.0
2011.0,5617,42900.0
2011.0,"5511, 5611  5612, 5619",7200.0
2011.0,5621  5629,5700.0
2011.0,6111  6117,155300.0
2011.0,6111,84600.0
2011.0,6112,11600.0
2011.0,6113,36300.0
2011.0,6114  6117,22900.0
2011.0,6211  6244,262500.0
2011.0,6211  6219,76700.0
2011.0,6220,90900.0
