state,region,year,value
Paraná,Centro Oriental Paranaense,2002,6268957.0
Paraná,Centro Oriental Paranaense,2003,8005410.11
Paraná,Centro Oriental Paranaense,2004,8982769.18
Paraná,Centro Oriental Paranaense,2005,9138395.29
Paraná,Centro Oriental Paranaense,2006,9651970.38
Paraná,Centro Oriental Paranaense,2007,11294081.9
Paraná,Centro Oriental Paranaense,2008,12189731.02
Paraná,Centro Oriental Paranaense,2009,12577398.31
Paraná,Centro Oriental Paranaense,2010,13945258.42
Paraná,Centro Oriental Paranaense,2011,16119539.79
Paraná,Centro Oriental Paranaense,2012,18430899.74
Paraná,Centro Oriental Paranaense,2013,21337395.02
Paraná,Centro Oriental Paranaense,2014,23276005.67
Paraná,Centro Oriental Paranaense,2015,25281544.26
Paraná,Centro Oriental Paranaense,2016,28150849.8
Paraná,Centro Oriental Paranaense,2017,31222314.8
Paraná,Oeste Paranaense,2002,10970107.15
Paraná,Oeste Paranaense,2003,13491980.76
Paraná,Oeste Paranaense,2004,14375387.12
Paraná,Oeste Paranaense,2005,14879305.24
Paraná,Oeste Paranaense,2006,16373805.31
Paraná,Oeste Paranaense,2007,19387730.0
Paraná,Oeste Paranaense,2008,21514431.4
Paraná,Oeste Paranaense,2009,22416671.31
Paraná,Oeste Paranaense,2010,24238658.22
Paraná,Oeste Paranaense,2011,28066039.28
Paraná,Oeste Paranaense,2012,32056781.37
Paraná,Oeste Paranaense,2013,38768603.26
Paraná,Oeste Paranaense,2014,41428527.75
Paraná,Oeste Paranaense,2015,46904180.45
Paraná,Oeste Paranaense,2016,52550640.91
Paraná,Oeste Paranaense,2017,53259015.7
Paraná,Sudoeste Paranaense,2002,3405638.18
Paraná,Sudoeste Paranaense,2003,4389586.69
Paraná,Sudoeste Paranaense,2004,4844772.88
Paraná,Sudoeste Paranaense,2005,4802058.27
Paraná,Sudoeste Paranaense,2006,4816641.56
Paraná,Sudoeste Paranaense,2007,6270366.12
Paraná,Sudoeste Paranaense,2008,7237123.4
Paraná,Sudoeste Paranaense,2009,7851402.86
Paraná,Sudoeste Paranaense,2010,8650944.94
Paraná,Sudoeste Paranaense,2011,9932912.12
Paraná,Sudoeste Paranaense,2012,11107599.01
Paraná,Sudoeste Paranaense,2013,13832244.86
Paraná,Sudoeste Paranaense,2014,14600851.06
Paraná,Sudoeste Paranaense,2015,15784285.78
Paraná,Sudoeste Paranaense,2016,18007353.06
Paraná,Sudoeste Paranaense,2017,18800226.06
Paraná,Centro-Sul Paranaense,2002,3822328.22
Paraná,Centro-Sul Paranaense,2003,4643538.23
Paraná,Centro-Sul Paranaense,2004,5320044.73
Paraná,Centro-Sul Paranaense,2005,5236955.23
Paraná,Centro-Sul Paranaense,2006,5155181.02
Paraná,Centro-Sul Paranaense,2007,6585005.06
Paraná,Centro-Sul Paranaense,2008,7217649.09
Paraná,Centro-Sul Paranaense,2009,7336607.89
Paraná,Centro-Sul Paranaense,2010,8012965.84
Paraná,Centro-Sul Paranaense,2011,9105911.92
Paraná,Centro-Sul Paranaense,2012,10606885.42
Paraná,Centro-Sul Paranaense,2013,12645893.71
Paraná,Centro-Sul Paranaense,2014,12735533.33
Paraná,Centro-Sul Paranaense,2015,14153284.42
Paraná,Centro-Sul Paranaense,2016,16892094.38
Paraná,Centro-Sul Paranaense,2017,16695460.58
Paraná,Sudeste Paranaense,2002,2305371.98
Paraná,Sudeste Paranaense,2003,2854401.45
Paraná,Sudeste Paranaense,2004,3247862.9
Paraná,Sudeste Paranaense,2005,3382586.67
Paraná,Sudeste Paranaense,2006,3585019.07
Paraná,Sudeste Paranaense,2007,4090072.59
Paraná,Sudeste Paranaense,2008,4625764.63
Paraná,Sudeste Paranaense,2009,4682567.07
Paraná,Sudeste Paranaense,2010,5531144.19
Paraná,Sudeste Paranaense,2011,6200624.5
Paraná,Sudeste Paranaense,2012,7003984.12
Paraná,Sudeste Paranaense,2013,8550138.26
Paraná,Sudeste Paranaense,2014,9451578.88
Paraná,Sudeste Paranaense,2015,10062285.58
Paraná,Sudeste Paranaense,2016,10794024.01
Paraná,Sudeste Paranaense,2017,12101346.81
Paraná,Metropolitana de Curitiba,2002,38028600.23
Paraná,Metropolitana de Curitiba,2003,46763288.31
Paraná,Metropolitana de Curitiba,2004,54032418.58
Paraná,Metropolitana de Curitiba,2005,57104502.93
Paraná,Metropolitana de Curitiba,2006,62343648.58
Paraná,Metropolitana de Curitiba,2007,75311952.07
Paraná,Metropolitana de Curitiba,2008,85221109.92
Paraná,Metropolitana de Curitiba,2009,90001607.74
Paraná,Metropolitana de Curitiba,2010,106208375.1
Paraná,Metropolitana de Curitiba,2011,118973528.7
Paraná,Metropolitana de Curitiba,2012,127048632.4
Paraná,Metropolitana de Curitiba,2013,145546425.7
Paraná,Metropolitana de Curitiba,2014,148055723.0
Paraná,Metropolitana de Curitiba,2015,158058418.1
Paraná,Metropolitana de Curitiba,2016,161958668.9
Paraná,Metropolitana de Curitiba,2017,169042242.2
Santa Catarina,Oeste Catarinense,2002,10661396.46
Santa Catarina,Oeste Catarinense,2003,12708124.84
Santa Catarina,Oeste Catarinense,2004,14407490.71
Santa Catarina,Oeste Catarinense,2005,15295858.12
Santa Catarina,Oeste Catarinense,2006,16385806.91
Santa Catarina,Oeste Catarinense,2007,19064562.36
Santa Catarina,Oeste Catarinense,2008,22365890.32
Santa Catarina,Oeste Catarinense,2009,23448922.26
Santa Catarina,Oeste Catarinense,2010,27541697.34
Santa Catarina,Oeste Catarinense,2011,32029941.74
Santa Catarina,Oeste Catarinense,2012,34014393.82
Santa Catarina,Oeste Catarinense,2013,39134088.82
Santa Catarina,Oeste Catarinense,2014,40960381.52
Santa Catarina,Oeste Catarinense,2015,41855775.14
Santa Catarina,Oeste Catarinense,2016,44657827.6
Santa Catarina,Oeste Catarinense,2017,46912191.46
Santa Catarina,Norte Catarinense,2002,12913112.33
Santa Catarina,Norte Catarinense,2003,15378038.67
Santa Catarina,Norte Catarinense,2004,18165189.7
Santa Catarina,Norte Catarinense,2005,19907610.74
Santa Catarina,Norte Catarinense,2006,22206439.45
Santa Catarina,Norte Catarinense,2007,25268700.59
Santa Catarina,Norte Catarinense,2008,29463399.34
Santa Catarina,Norte Catarinense,2009,30347704.82
Santa Catarina,Norte Catarinense,2010,35844266.7
Santa Catarina,Norte Catarinense,2011,39617548.99
Santa Catarina,Norte Catarinense,2012,43056474.01
Santa Catarina,Norte Catarinense,2013,47967639.0
Santa Catarina,Norte Catarinense,2014,52631309.03
Santa Catarina,Norte Catarinense,2015,55546362.51
Santa Catarina,Norte Catarinense,2016,54842001.56
Santa Catarina,Norte Catarinense,2017,60728472.54
Santa Catarina,Serrana,2002,3070741.53
Santa Catarina,Serrana,2003,3611342.03
Santa Catarina,Serrana,2004,3888955.2
Santa Catarina,Serrana,2005,4167727.42
Santa Catarina,Serrana,2006,4542336.49
Santa Catarina,Serrana,2007,5214415.25
Santa Catarina,Serrana,2008,6237690.95
Santa Catarina,Serrana,2009,6367376.73
Santa Catarina,Serrana,2010,7670800.36
Santa Catarina,Serrana,2011,8198470.34
Santa Catarina,Serrana,2012,9844495.26
Santa Catarina,Serrana,2013,10170722.27
Santa Catarina,Serrana,2014,11430891.49
Santa Catarina,Serrana,2015,12197030.39
Santa Catarina,Serrana,2016,13035063.23
Santa Catarina,Serrana,2017,13734669.87
Santa Catarina,Vale do Itajaí,2002,13370801.35
Santa Catarina,Vale do Itajaí,2003,15733761.99
Santa Catarina,Vale do Itajaí,2004,18523599.06
Santa Catarina,Vale do Itajaí,2005,21057539.35
Santa Catarina,Vale do Itajaí,2006,24131000.41
Santa Catarina,Vale do Itajaí,2007,27396339.33
Santa Catarina,Vale do Itajaí,2008,32008960.97
Santa Catarina,Vale do Itajaí,2009,34948491.41
Santa Catarina,Vale do Itajaí,2010,42552945.9
Santa Catarina,Vale do Itajaí,2011,48696788.43
Santa Catarina,Vale do Itajaí,2012,54727444.64
Santa Catarina,Vale do Itajaí,2013,60991048.98
Santa Catarina,Vale do Itajaí,2014,73248252.08
Santa Catarina,Vale do Itajaí,2015,72728682.79
Santa Catarina,Vale do Itajaí,2016,75042360.56
Santa Catarina,Vale do Itajaí,2017,82978746.41
Santa Catarina,Grande Florianópolis,2002,8042106.65
Santa Catarina,Grande Florianópolis,2003,9218512.0
Santa Catarina,Grande Florianópolis,2004,10208671.31
Santa Catarina,Grande Florianópolis,2005,11922435.0
Santa Catarina,Grande Florianópolis,2006,13534792.2
Santa Catarina,Grande Florianópolis,2007,15457136.2
Santa Catarina,Grande Florianópolis,2008,18084715.77
Santa Catarina,Grande Florianópolis,2009,19490094.15
Santa Catarina,Grande Florianópolis,2010,23242132.75
Santa Catarina,Grande Florianópolis,2011,26431088.23
Santa Catarina,Grande Florianópolis,2012,29305009.19
Santa Catarina,Grande Florianópolis,2013,32497234.34
Santa Catarina,Grande Florianópolis,2014,36984146.03
Santa Catarina,Grande Florianópolis,2015,38470397.12
Santa Catarina,Grande Florianópolis,2016,39945195.52
Santa Catarina,Grande Florianópolis,2017,41814596.57
Santa Catarina,Sul Catarinense,2002,6423734.9
Santa Catarina,Sul Catarinense,2003,7448695.16
Santa Catarina,Sul Catarinense,2004,8425059.95
Santa Catarina,Sul Catarinense,2005,9198073.06
Santa Catarina,Sul Catarinense,2006,10263073.17
Santa Catarina,Sul Catarinense,2007,11326938.52
Santa Catarina,Sul Catarinense,2008,13316600.5
Santa Catarina,Sul Catarinense,2009,14495945.67
Santa Catarina,Sul Catarinense,2010,16874164.31
Santa Catarina,Sul Catarinense,2011,19094484.01
Santa Catarina,Sul Catarinense,2012,20846835.22
Santa Catarina,Sul Catarinense,2013,23751508.15
Santa Catarina,Sul Catarinense,2014,27298390.71
Santa Catarina,Sul Catarinense,2015,28281394.33
Santa Catarina,Sul Catarinense,2016,29232220.07
Santa Catarina,Sul Catarinense,2017,31023284.0
Rio Grande do Sul,Noroeste Rio-grandense,2002,15901796.63
Rio Grande do Sul,Noroeste Rio-grandense,2003,22268045.52
Rio Grande do Sul,Noroeste Rio-grandense,2004,21990376.45
Rio Grande do Sul,Noroeste Rio-grandense,2005,19088421.43
Rio Grande do Sul,Noroeste Rio-grandense,2006,22209566.42
Rio Grande do Sul,Noroeste Rio-grandense,2007,26559603.44
Rio Grande do Sul,Noroeste Rio-grandense,2008,31261400.23
Rio Grande do Sul,Noroeste Rio-grandense,2009,32483191.3
Rio Grande do Sul,Noroeste Rio-grandense,2010,38673171.65
Rio Grande do Sul,Noroeste Rio-grandense,2011,45228040.67
Rio Grande do Sul,Noroeste Rio-grandense,2012,46562191.18
Rio Grande do Sul,Noroeste Rio-grandense,2013,61304169.58
Rio Grande do Sul,Noroeste Rio-grandense,2014,63524116.66
Rio Grande do Sul,Noroeste Rio-grandense,2015,68170460.99
Rio Grande do Sul,Noroeste Rio-grandense,2016,75004840.63
Rio Grande do Sul,Noroeste Rio-grandense,2017,75934511.68
Rio Grande do Sul,Nordeste Rio-grandense,2002,12388908.04
Rio Grande do Sul,Nordeste Rio-grandense,2003,14367579.62
Rio Grande do Sul,Nordeste Rio-grandense,2004,16943445.8
Rio Grande do Sul,Nordeste Rio-grandense,2005,17871850.6
Rio Grande do Sul,Nordeste Rio-grandense,2006,19045253.77
Rio Grande do Sul,Nordeste Rio-grandense,2007,21409105.61
Rio Grande do Sul,Nordeste Rio-grandense,2008,24806550.66
Rio Grande do Sul,Nordeste Rio-grandense,2009,25951325.5
Rio Grande do Sul,Nordeste Rio-grandense,2010,32673214.67
Rio Grande do Sul,Nordeste Rio-grandense,2011,36688109.73
Rio Grande do Sul,Nordeste Rio-grandense,2012,39842315.83
Rio Grande do Sul,Nordeste Rio-grandense,2013,43709222.44
Rio Grande do Sul,Nordeste Rio-grandense,2014,47505363.4
Rio Grande do Sul,Nordeste Rio-grandense,2015,46982632.22
Rio Grande do Sul,Nordeste Rio-grandense,2016,47583544.09
Rio Grande do Sul,Nordeste Rio-grandense,2017,50323930.0
Rio Grande do Sul,Centro Ocidental Rio-grandense,2002,3650691.4
Rio Grande do Sul,Centro Ocidental Rio-grandense,2003,4625684.96
Rio Grande do Sul,Centro Ocidental Rio-grandense,2004,4772544.25
Rio Grande do Sul,Centro Ocidental Rio-grandense,2005,4528770.8
Rio Grande do Sul,Centro Ocidental Rio-grandense,2006,5252392.55
Rio Grande do Sul,Centro Ocidental Rio-grandense,2007,6181141.62
Rio Grande do Sul,Centro Ocidental Rio-grandense,2008,7101443.91
Rio Grande do Sul,Centro Ocidental Rio-grandense,2009,7543487.3
Rio Grande do Sul,Centro Ocidental Rio-grandense,2010,8339794.99
Rio Grande do Sul,Centro Ocidental Rio-grandense,2011,9603550.56
Rio Grande do Sul,Centro Ocidental Rio-grandense,2012,9922121.39
Rio Grande do Sul,Centro Ocidental Rio-grandense,2013,12601959.4
Rio Grande do Sul,Centro Ocidental Rio-grandense,2014,13772938.62
Rio Grande do Sul,Centro Ocidental Rio-grandense,2015,14595487.2
Rio Grande do Sul,Centro Ocidental Rio-grandense,2016,15695824.0
Rio Grande do Sul,Centro Ocidental Rio-grandense,2017,16305081.29
Rio Grande do Sul,Centro Oriental Rio-grandense,2002,7850327.56
Rio Grande do Sul,Centro Oriental Rio-grandense,2003,8759542.05
Rio Grande do Sul,Centro Oriental Rio-grandense,2004,9704102.86
Rio Grande do Sul,Centro Oriental Rio-grandense,2005,9710347.18
Rio Grande do Sul,Centro Oriental Rio-grandense,2006,10427548.68
Rio Grande do Sul,Centro Oriental Rio-grandense,2007,11300022.64
Rio Grande do Sul,Centro Oriental Rio-grandense,2008,12996447.32
Rio Grande do Sul,Centro Oriental Rio-grandense,2009,14085544.27
Rio Grande do Sul,Centro Oriental Rio-grandense,2010,16781375.8
Rio Grande do Sul,Centro Oriental Rio-grandense,2011,18966476.97
Rio Grande do Sul,Centro Oriental Rio-grandense,2012,20883706.57
Rio Grande do Sul,Centro Oriental Rio-grandense,2013,24754796.6
Rio Grande do Sul,Centro Oriental Rio-grandense,2014,27757979.79
Rio Grande do Sul,Centro Oriental Rio-grandense,2015,28014497.49
Rio Grande do Sul,Centro Oriental Rio-grandense,2016,29482529.27
Rio Grande do Sul,Centro Oriental Rio-grandense,2017,30264070.62
Rio Grande do Sul,Metropolitana de Porto Alegre,2002,48741796.4
Rio Grande do Sul,Metropolitana de Porto Alegre,2003,56691369.96
Rio Grande do Sul,Metropolitana de Porto Alegre,2004,64269354.77
Rio Grande do Sul,Metropolitana de Porto Alegre,2005,71985550.75
Rio Grande do Sul,Metropolitana de Porto Alegre,2006,76288739.31
Rio Grande do Sul,Metropolitana de Porto Alegre,2007,85635842.06
Rio Grande do Sul,Metropolitana de Porto Alegre,2008,94159614.38
Rio Grande do Sul,Metropolitana de Porto Alegre,2009,103381431.8
Rio Grande do Sul,Metropolitana de Porto Alegre,2010,120807688.3
Rio Grande do Sul,Metropolitana de Porto Alegre,2011,128895151.4
Rio Grande do Sul,Metropolitana de Porto Alegre,2012,141593615.5
Rio Grande do Sul,Metropolitana de Porto Alegre,2013,155258509.3
Rio Grande do Sul,Metropolitana de Porto Alegre,2014,168720479.3
Rio Grande do Sul,Metropolitana de Porto Alegre,2015,184122639.1
Rio Grande do Sul,Metropolitana de Porto Alegre,2016,195640991.9
Rio Grande do Sul,Metropolitana de Porto Alegre,2017,203094032.6
Rio Grande do Sul,Sudoeste Rio-grandense,2002,4637139.04
Rio Grande do Sul,Sudoeste Rio-grandense,2003,5646536.88
Rio Grande do Sul,Sudoeste Rio-grandense,2004,6150015.99
Rio Grande do Sul,Sudoeste Rio-grandense,2005,5882674.59
Rio Grande do Sul,Sudoeste Rio-grandense,2006,6361976.7
Rio Grande do Sul,Sudoeste Rio-grandense,2007,6948688.38
Rio Grande do Sul,Sudoeste Rio-grandense,2008,8299300.0
Rio Grande do Sul,Sudoeste Rio-grandense,2009,8700840.1
Rio Grande do Sul,Sudoeste Rio-grandense,2010,9770953.33
Rio Grande do Sul,Sudoeste Rio-grandense,2011,10229865.82
Rio Grande do Sul,Sudoeste Rio-grandense,2012,11468083.41
Rio Grande do Sul,Sudoeste Rio-grandense,2013,14200464.17
Rio Grande do Sul,Sudoeste Rio-grandense,2014,15271671.53
Rio Grande do Sul,Sudoeste Rio-grandense,2015,17480256.43
Rio Grande do Sul,Sudoeste Rio-grandense,2016,18742317.82
Rio Grande do Sul,Sudoeste Rio-grandense,2017,20002643.45
Rio Grande do Sul,Sudeste Rio-grandense,2002,5676551.85
Rio Grande do Sul,Sudeste Rio-grandense,2003,6966639.66
Rio Grande do Sul,Sudeste Rio-grandense,2004,7362366.18
Rio Grande do Sul,Sudeste Rio-grandense,2005,7295153.26
Rio Grande do Sul,Sudeste Rio-grandense,2006,8037121.84
Rio Grande do Sul,Sudeste Rio-grandense,2007,9975348.32
Rio Grande do Sul,Sudeste Rio-grandense,2008,11605065.94
Rio Grande do Sul,Sudeste Rio-grandense,2009,12199119.93
Rio Grande do Sul,Sudeste Rio-grandense,2010,14202965.21
Rio Grande do Sul,Sudeste Rio-grandense,2011,15445221.13
Rio Grande do Sul,Sudeste Rio-grandense,2012,17314984.84
Rio Grande do Sul,Sudeste Rio-grandense,2013,20463604.61
Rio Grande do Sul,Sudeste Rio-grandense,2014,21263874.51
Rio Grande do Sul,Sudeste Rio-grandense,2015,22626627.74
Rio Grande do Sul,Sudeste Rio-grandense,2016,26639480.31
Rio Grande do Sul,Sudeste Rio-grandense,2017,27226667.74
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2002,1083951.25
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2003,1389358.84
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2004,1491507.17
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2005,1611190.47
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2006,1972197.54
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2007,2179489.09
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2008,2823056.15
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2009,2838571.26
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2010,3341316.1
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2011,3715659.82
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2012,4161000.16
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2013,4641417.28
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2014,5370656.22
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2015,5262884.1
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2016,5167176.67
Mato Grosso do Sul,Pantanais Sul Mato-grossense,2017,5511320.24
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2002,6422991.02
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2003,8038754.11
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2004,8924496.88
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2005,9490508.58
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2006,10842612.55
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2007,12171349.87
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2008,14396721.63
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2009,16229537.5
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2010,18750560.69
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2011,21613457.62
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2012,24021614.5
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2013,25940734.75
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2014,29679835.87
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2015,30652756.8
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2016,32654611.35
Mato Grosso do Sul,Centro Norte de Mato Grosso do Sul,2017,34246201.8
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2002,3923803.25
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2003,5188305.13
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2004,5856471.59
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2005,5600660.41
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2006,6097205.35
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2007,6324285.79
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2008,7551187.04
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2009,8576755.92
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2010,11187621.9
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2011,12927451.28
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2012,14349315.44
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2013,17041146.28
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2014,19542934.04
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2015,20636067.48
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2016,23682802.22
Mato Grosso do Sul,Leste de Mato Grosso do Sul,2017,25387565.09
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2002,5009678.4
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2003,7230148.27
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2004,7099832.54
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2005,7022898.91
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2006,7755878.37
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2007,9409640.44
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2008,11448298.23
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2009,11872877.06
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2010,13991157.7
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2011,16876593.73
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2012,19481270.79
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2013,21579902.96
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2014,24356706.59
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2015,26530846.33
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2016,30387694.92
Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,2017,31227108.16
Mato Grosso,Norte Mato-grossense,2002,6105042.88
Mato Grosso,Norte Mato-grossense,2003,8894019.21
Mato Grosso,Norte Mato-grossense,2004,11553999.2
Mato Grosso,Norte Mato-grossense,2005,11143496.32
Mato Grosso,Norte Mato-grossense,2006,9058683.55
Mato Grosso,Norte Mato-grossense,2007,12295045.0
Mato Grosso,Norte Mato-grossense,2008,17285805.71
Mato Grosso,Norte Mato-grossense,2009,17960114.3
Mato Grosso,Norte Mato-grossense,2010,17775991.09
Mato Grosso,Norte Mato-grossense,2011,24316486.87
Mato Grosso,Norte Mato-grossense,2012,28907525.42
Mato Grosso,Norte Mato-grossense,2013,32331186.25
Mato Grosso,Norte Mato-grossense,2014,36531351.32
Mato Grosso,Norte Mato-grossense,2015,38395864.85
Mato Grosso,Norte Mato-grossense,2016,46690662.24
Mato Grosso,Norte Mato-grossense,2017,47309110.8
Mato Grosso,Nordeste Mato-grossense,2002,1311925.45
Mato Grosso,Nordeste Mato-grossense,2003,1815695.91
Mato Grosso,Nordeste Mato-grossense,2004,2310378.55
Mato Grosso,Nordeste Mato-grossense,2005,2299845.92
Mato Grosso,Nordeste Mato-grossense,2006,2052295.76
Mato Grosso,Nordeste Mato-grossense,2007,2516907.13
Mato Grosso,Nordeste Mato-grossense,2008,3395678.97
Mato Grosso,Nordeste Mato-grossense,2009,3615997.67
Mato Grosso,Nordeste Mato-grossense,2010,3741465.81
Mato Grosso,Nordeste Mato-grossense,2011,4982418.67
Mato Grosso,Nordeste Mato-grossense,2012,5815145.8
Mato Grosso,Nordeste Mato-grossense,2013,6717079.25
Mato Grosso,Nordeste Mato-grossense,2014,7856496.67
Mato Grosso,Nordeste Mato-grossense,2015,8613826.61
Mato Grosso,Nordeste Mato-grossense,2016,10054245.07
Mato Grosso,Nordeste Mato-grossense,2017,10499720.62
Mato Grosso,Sudoeste Mato-grossense,2002,1867047.24
Mato Grosso,Sudoeste Mato-grossense,2003,2367092.35
Mato Grosso,Sudoeste Mato-grossense,2004,2657131.46
Mato Grosso,Sudoeste Mato-grossense,2005,2749479.22
Mato Grosso,Sudoeste Mato-grossense,2006,2845887.99
Mato Grosso,Sudoeste Mato-grossense,2007,3364462.24
Mato Grosso,Sudoeste Mato-grossense,2008,4069382.08
Mato Grosso,Sudoeste Mato-grossense,2009,4460911.79
Mato Grosso,Sudoeste Mato-grossense,2010,5386596.14
Mato Grosso,Sudoeste Mato-grossense,2011,6001824.05
Mato Grosso,Sudoeste Mato-grossense,2012,6453527.42
Mato Grosso,Sudoeste Mato-grossense,2013,7338218.44
Mato Grosso,Sudoeste Mato-grossense,2014,7718704.8
Mato Grosso,Sudoeste Mato-grossense,2015,8597435.05
Mato Grosso,Sudoeste Mato-grossense,2016,9564152.2
Mato Grosso,Sudoeste Mato-grossense,2017,9855784.32
Mato Grosso,Centro-Sul Mato-grossense,2002,6230438.31
Mato Grosso,Centro-Sul Mato-grossense,2003,8120524.98
Mato Grosso,Centro-Sul Mato-grossense,2004,9985337.15
Mato Grosso,Centro-Sul Mato-grossense,2005,10892262.47
Mato Grosso,Centro-Sul Mato-grossense,2006,11097431.4
Mato Grosso,Centro-Sul Mato-grossense,2007,12502271.51
Mato Grosso,Centro-Sul Mato-grossense,2008,14714358.01
Mato Grosso,Centro-Sul Mato-grossense,2009,16353347.44
Mato Grosso,Centro-Sul Mato-grossense,2010,18674357.93
Mato Grosso,Centro-Sul Mato-grossense,2011,20473028.13
Mato Grosso,Centro-Sul Mato-grossense,2012,23732551.59
Mato Grosso,Centro-Sul Mato-grossense,2013,26009301.98
Mato Grosso,Centro-Sul Mato-grossense,2014,30414731.62
Mato Grosso,Centro-Sul Mato-grossense,2015,31892007.45
Mato Grosso,Centro-Sul Mato-grossense,2016,34520701.99
Mato Grosso,Centro-Sul Mato-grossense,2017,36386845.41
Mato Grosso,Sudeste Mato-grossense,2002,3676198.66
Mato Grosso,Sudeste Mato-grossense,2003,5499764.45
Mato Grosso,Sudeste Mato-grossense,2004,6881823.81
Mato Grosso,Sudeste Mato-grossense,2005,7171970.69
Mato Grosso,Sudeste Mato-grossense,2006,5645865.88
Mato Grosso,Sudeste Mato-grossense,2007,7348892.53
Mato Grosso,Sudeste Mato-grossense,2008,9737280.49
Mato Grosso,Sudeste Mato-grossense,2009,10303045.59
Mato Grosso,Sudeste Mato-grossense,2010,11022544.4
Mato Grosso,Sudeste Mato-grossense,2011,13380199.03
Mato Grosso,Sudeste Mato-grossense,2012,14756940.91
Mato Grosso,Sudeste Mato-grossense,2013,16817132.67
Mato Grosso,Sudeste Mato-grossense,2014,18713235.87
Mato Grosso,Sudeste Mato-grossense,2015,19919184.67
Mato Grosso,Sudeste Mato-grossense,2016,23050534.06
Mato Grosso,Sudeste Mato-grossense,2017,22753596.69
Goiás,Noroeste Goiano,2002,1188648.38
Goiás,Noroeste Goiano,2003,1388295.06
Goiás,Noroeste Goiano,2004,1586792.38
Goiás,Noroeste Goiano,2005,1618610.7
Goiás,Noroeste Goiano,2006,1734421.6
Goiás,Noroeste Goiano,2007,1968828.39
Goiás,Noroeste Goiano,2008,2143542.79
Goiás,Noroeste Goiano,2009,2385996.05
Goiás,Noroeste Goiano,2010,2777011.99
Goiás,Noroeste Goiano,2011,3191012.28
Goiás,Noroeste Goiano,2012,3812853.71
Goiás,Noroeste Goiano,2013,4196509.16
Goiás,Noroeste Goiano,2014,4534600.82
